@RELATION 'training-set'

@ATTRIBUTE Apps NUMERIC
@ATTRIBUTE SubIn NUMERIC
@ATTRIBUTE Goals NUMERIC
@ATTRIBUTE Assists NUMERIC
@ATTRIBUTE AverageGoalspermatch NUMERIC
@ATTRIBUTE AverageAssistspermatch NUMERIC
@ATTRIBUTE Yellow NUMERIC
@ATTRIBUTE Red NUMERIC
@ATTRIBUTE SpG NUMERIC
@ATTRIBUTE AW NUMERIC
@ATTRIBUTE Tackle NUMERIC
@ATTRIBUTE Int NUMERIC
@ATTRIBUTE Fouls NUMERIC
@ATTRIBUTE OffWon NUMERIC
@ATTRIBUTE Clr NUMERIC
@ATTRIBUTE WasDribbled NUMERIC
@ATTRIBUTE BlkShots NUMERIC
@ATTRIBUTE OG NUMERIC
@ATTRIBUTE KeyPasses NUMERIC
@ATTRIBUTE Dribbles NUMERIC
@ATTRIBUTE Fouled NUMERIC
@ATTRIBUTE Offs NUMERIC
@ATTRIBUTE Disp NUMERIC
@ATTRIBUTE Trn NUMERIC
@ATTRIBUTE Avg.Passes NUMERIC
@ATTRIBUTE 'PassSuc%' NUMERIC
@ATTRIBUTE Crosses NUMERIC
@attribute LB numeric
@ATTRIBUTE TB NUMERIC
@ATTRIBUTE "Ballond'OrNominee" {Yes,No}

@DATA
31.00,2.00,12.00,2.00,0.363636364,0.060606061,4.00,0.00,2.4,1.6,0.9,1.0000000000,0.7,0.0000000000,0.4,0.8,0.1,0.00,0.8,1.4,1.3,0.8,1.5,1.1,25.1,77.4,0.1,1.2,0.1,No
22.00,1.00,0.00,1.00,0.0000000000,0.043478261,2.00,0.00,0.6,0.7,2.3,2.3,0.6,0.4,3.7,0.5,0.4,0.00,0.8,0.4,0.8,0.1,1,0.5,39.5,76.5,0.8,2.1,0,No
29.00,1.00,1.00,0.00,0.033333333,0.0000000000,3.00,0.00,0.6,1.4,3.0000000000,2.7,1.4,0.0000000000,2.6,1.2,0.5,0.00,0.4,0.6,0.5,0,1.2,0.8,42.3,75.4,0,3,0.1,No
47.00,1.00,64.00,21.00,1.333333333,0.4375,8.00,0.00,5.820833333,0.1,0.6,0.53125,0.814583333,0.0000000000,0.077083333,0.254166667,0.0000000000,0.00,2.591666667,4.616666667,2.26875,0.7,2.829166667,1.622916667,67.71875,84.89583333,0.377083333,1.422916667,1.454166667,Yes
52.00,1.00,59.00,15.00,1.113207547,0.283018868,6.00,0.00,7.041509434,0.837735849,0.547169811,0.509433962,0.743396226,0.0000000000,0.596226415,0.181132075,0.090566038,0.00,1.524528302,1.513207547,2.113207547,0.856603774,1.788679245,2.120754717,36.88679245,80.32641509,0.505660377,0.939622642,0.452830189,Yes
35.00,6.00,5.00,11.00,0.12195122,0.268292683,4.00,0.00,2.058536585,0.065853659,1.075609756,0.973170732,0.702439024,0.0000000000,0.163414634,0.497560976,0.0000000000,0.00,1.2,1.719512195,1.926829268,0.153658537,1.504878049,1.234146341,62.67073171,89.66585366,0.114634146,1.907317073,0.619512195,Yes
41.00,5.00,11.00,10.00,0.239130435,0.217391304,3.00,0.00,1.5,0.0000000000,0.841304348,0.95,0.265217391,0.0000000000,0.134782609,0.213043478,0.039130435,0.00,2.373913043,0.506521739,0.815217391,0.019565217,0.923913043,0.582608696,99.90434783,92.82391304,0.982608696,7.25,0.652173913,Yes
33.00,1.00,24.00,3.00,0.705882353,0.088235294,7.00,0.00,3.6,1.6,0.6,0.3,1.7,0.0000000000,0.7,0.2,0.1,0.00,1,0.5,1.9,1.2,2.8,1.9,21,76.6,0,0.4,0.1,Yes
43.00,0.00,4.00,15.00,0.093023256,0.348837209,6.00,0.00,2.044186047,0.2,1.974418605,1.769767442,0.758139535,0.0000000000,0.544186047,1.258139535,0.155813953,0.00,3.31627907,1.155813953,1.995348837,0,1.844186047,0.630232558,84.18139535,86.94186047,2.430232558,10.89302326,0.844186047,Yes
28.00,9.00,14.00,4.00,0.378378378,0.108108108,3.00,1.00,2.875000000,1.4250000,0.775000,0.525000,1.5,0.0000000000,1.35,0.5,0.225000,0.00,1.25,0.975000,1.325000,0.625000,2.05,2.275000,17.125000,60.15,0.25,0.5,0.2250000,Yes
45.00,3.00,35.00,9.00,0.729166667,0.1875,9.00,0.00,4.377083333,0.71875,0.502083333,0.34375,0.866666667,0.04375,1.14375,0.191666667,0.09375,0.00,2.108333333,0.947916667,1.0625,1.183333333,2.3125,1.422916667,25.93333333,78.08333333,1.0875,675,0.335416667,Yes
43.00,0.00,35.00,10.00,0.813953488,0.23255814,4.00,1.00,4.258139535,1.393023256,0.955813953,0.553488372,1.813953488,0.0000000000,1.276744186,0.225581395,0.018604651,0.00,2.551162791,1.839534884,1.365116279,1.413953488,2.574418605,1.993023256,44.6627907,76.39302326,0.558139535,1.93255814,0.830232558,Yes
50.00,2.00,3.00,10.00,0.057692308,0.192307692,19.00,0.00,0.784615385,1.503846154,3.015384615,2.0000000000,1.6,0.088461538,0.811538462,1.623076923,0.238461538,0.00,1.646153846,0.130769231,0.996153846,0,0.611538462,0.365384615,80.38461538,88.32692308,0.584615385,8.957692308,0.234615385,Yes
42.00,1.00,10.00,7.00,0.23255814,0.162790698,9.00,0.00,1.952631579,0.584210526,1.747368421,1.168421053,1.047368421,0.0000000000,0.721052632,0.947368421,0.031578947,0.00,1.636842105,1.294736842,0.8,0.047368421,0.831578947,0.884210526,75.74210526,90.31052632,0.084210526,5.531578947,0.3,Yes
39.00,0.00,38.00,17.00,0.974358974,0.435897436,10.00,1.00,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.00,0,0,0,0,0,0,0,0,0,0,0,Yes
45.00,5.00,7.00,23.00,0.14,0.46,5.00,1.00,1.091836735,0.112244898,1.275510204,0.683673469,0.826530612,0.020408163,0.091836735,0.673469388,0.0000000000,0.00,3.153061224,1.153061224,1.632653061,0.367346939,1.867346939,1.979591837,49.89795918,88.79591837,1.336734694,2.316326531,0.632653061,Yes
38.00,2.00,30.00,4.00,0.75,0.1,2.00,0.00,4.44,0.785000,0.64,0.4650000,0.945000,0.0000000000,0.585000,0.37,0.195000,0.00,1.505000,0.98,1.025000,0.115000,2.19,1.48,50.89,80.235000,0.285000,5.505000,0.17,Yes
34.00,6.00,24.00,8.00,0.6,0.2,3.00,0.00,3.485000,0.085000,0.625000,0.53,0.615000,0.0000000000,0.0000000000,0.37,0.0000000000,0.00,1.64,1.48,0.905000,0.84,2.635000,1.5,24.46,86.485000,0.085000,0.385000,0.115000,Yes
51.00,0.00,4.00,6.00,0.078431373,0.117647059,15.00,1.00,0.780392157,1.619607843,2.315686275,2.033333333,1.854901961,0.590196078,3.988235294,0.364705882,0.484313725,0.00,0.507843137,0.178431373,1.001960784,0.133333333,0.398039216,0.519607843,61.13137255,87.38627451,0.133333333,5.654901961,0.111764706,Yes
44.00,3.00,2.00,1.00,0.042553191,0.021276596,11.00,0.00,0.234042553,0.978723404,2.453191489,2.742553191,0.914893617,0.157446809,1.246808511,0.546808511,0.242553191,0.00,0.795744681,0.610638298,2.304255319,0,0.738297872,0.565957447,76.83829787,91.3893617,0,4.180851064,0.134042553,Yes
28.00,5.00,2.00,1.00,0.060606061,0.03030303,8.00,1.00,0.508080808,0.954545455,1.507070707,1.137373737,0.605050505,0.975757576,2.549494949,0.343434343,0.427272727,0.00,0.03030303,0.196969697,0.592929293,0,0.219191919,0.327272727,45.26868687,80.3989899,0,4.241414141,0.03030303,Yes
40.00,9.00,28.00,14.00,0.571428571,0.285714286,0.00,0.00,3.257142857,0.471428571,0.691836735,0.316326531,0.663265306,0.0000000000,0.481632653,0.208163265,0.091836735,0.00,1.512244898,0.73877551,0.593877551,0.797959184,1.732653061,1.353061224,27.81836735,81.21632653,0.091836735,0.908163265,0.316326531,Yes
21.00,11.00,18.00,2.00,0.5625,0.0625,8.00,2.00,3.609090909,0.384848485,0.606060606,0.615151515,1.918181818,0.0000000000,0.481818182,0.166666667,0.0000000000,0.00,0.845454545,0.906060606,2.16969697,0.309090909,1.687878788,1.933333333,19.86060606,75.3969697,0.166666667,0.557575758,0.096969697,Yes
33.00,4.00,14.00,8.00,0.378378378,0.216216216,1.00,0.00,1.951351351,0.167567568,1.2,0.548648649,1.0000000000,0.0000000000,0.0000000000,0.802702703,0.083783784,0.00,1.556756757,1.708108108,1.167567568,0.467567568,2.005405405,1.667567568,35.3972973,83.42432432,0.116216216,1.705405405,0.167567568,No
14.00,12.00,1.00,6.00,0.038461538,0.230769231,1.00,0.00,1.296153846,0.192307692,0.715384615,0.642307692,0.457692308,0.0000000000,0.180769231,0.365384615,0.073076923,0.00,1.353846154,1.019230769,0.35,0.303846154,0.980769231,1.153846154,22.59230769,73.58846154,0.484615385,0.538461538,0.415384615,No
34.00,0.00,6.00,12.00,0.176470588,0.352941176,4.00,0.00,2.9,2.0000000000,1.3,1.7,0.7,0.0000000000,0.7,1.3,0.1,0.00,2.5,1.5,1.9,0.1,1.3,1.2,54.6,70.9,0.9,2.7,0.4,No
8.00,15.00,1.00,2.00,0.043478261,0.086956522,0.00,0.00,1.0000000000,0.2,0.3,0.2,0.7,0.0000000000,0.3,0.3,0.0000000000,0.00,0.3,0.1,1,0.3,0.9,0.9,6.3,80.6,0.4,0.1,0,No
24.00,2.00,3.00,1.00,0.115384615,0.038461538,6.00,0.00,1.6,1.0000000000,0.9,1.0000000000,1.1,0.1,0.4,1.1,0.1,0.00,1.3,2.6,1.3,0.3,2.8,0.8,30.1,76.5,1.4,1.1,0.2,No
38.00,3.00,7.00,5.00,0.170731707,0.12195122,3.00,0.00,1.668292683,1.743902439,0.856097561,0.463414634,1.185365854,0.0000000000,1.297560976,0.392682927,0.092682927,0.00,0.856097561,0.370731707,1.463414634,0.485365854,1.741463415,1.834146341,23.46097561,67.13902439,0.27804878,0.27804878,0,No
29.00,7.00,6.00,5.00,0.166666667,0.138888889,7.00,1.00,1.133333333,0.416666667,1.633333333,2.216666667,2.133333333,0.0000000000,0.25,0.416666667,0.033333333,0.00,0.95,0.966666667,1.05,0.166666667,1.383333333,1.45,26.33333333,77.78333333,0.45,0.75,0.166666667,No
23.00,9.00,1.00,6.00,0.03125,0.1875,1.00,0.00,2.065625,0.51875,1.059375,1.059375,1.18125,0.0000000000,0.059375,0.440625,0.0000000000,0.00,1.8625,1375,2.35625,0.2,2.165625,1.3375,27.28125,73.915625,1.015625,1.971875,0.5,No
23.00,3.00,6.00,6.00,0.230769231,0.230769231,4.00,0.00,1.469230769,1.638461538,0.769230769,0.246153846,1.484615385,0.0000000000,0.415384615,0.146153846,0.046153846,0.00,1.015384615,0.261538462,1.823076923,0.853846154,2.715384615,1.915384615,18.94615385,71.53076923,0,0.476923077,0.369230769,No
28.00,7.00,7.00,4.00,0.2,0.114285714,5.00,0.00,2.7,0.9,2.3,2.9,1.1,0.0000000000,0.2,0.7,0.0000000000,0.00,1.2,0.9,0.9,0.4,1.4,0.9,26.5,73,0.9,0.9,0.1,No
27.00,5.00,13.00,5.00,0.40625,0.15625,1.00,0.00,2.15,2.04375,1.03125,0.284375,1.496875,0.0000000000,0.421875,0.315625,0.084375,0.00,1.190625,1.496875,1.328125,0.746875,1.75,1.590625,25.103125,76725,0.084375,1.128125,0.253125,No
23.00,10.00,4.00,7.00,0.121212121,0.212121212,0.00,1.00,1.309090909,0.115151515,1.006060606,0.715151515,0.36969697,0.0000000000,0.084848485,0.284848485,0.0000000000,0.00,1.315151515,1.43030303,0.745454545,0.260606061,1.83030303,1.818181818,21.81818182,84.54848485,0.084848485,0,0.115151515,No
19.00,13.00,0.00,2.00,0.0000000000,0.0625,7.00,0.00,1.0000000000,0.8,3.6,1.3,2.3,0.0000000000,1.4,1.1,0.1,0.00,0.6,0.9,2.2,0.1,1.4,0.8,26,79.1,0.3,1.7,0.1,No
0.00,12.00,2.00,0.00,0.166666667,0.0000000000,0.00,0.00,0.416666667,0.083333333,0.416666667,0.5,0.833333333,0.0000000000,0.166666667,0.5,0.0000000000,0.00,0.25,0.75,0.416666667,0.166666667,0.666666667,0.666666667,6.833333333,74.25,0.083333333,0,0,No
31.00,1.00,3.00,1.00,0.09375,0.03125,5.00,0.00,0.5,0.5,2.5,1.7,2.0000000000,0.1,1.2,2.3,0.3,0.00,0.7,0.8,1.4,0.1,1.1,0.5,37.1,81.9,0.1,2.3,0.1,No
10.00,24.00,8.00,3.00,0.235294118,0.088235294,2.00,1.00,1.382352941,0.629411765,1.052941176,0.747058824,0.623529412,0.0000000000,0.382352941,0.335294118,0.088235294,0.00,0.535294118,0.8,0.5,0.247058824,0.641176471,0.670588235,18.28823529,83.61764706,0.282352941,1.052941176,0,No
8.00,1.00,0.00,0.00,0.0000000000,0.0000000000,5.00,0.00,0.6,0.8,3.3,4.6,1.6,0.1,0.7,1.9,0.2,0.00,0.1,0.3,2.6,0,0.8,0.3,40,74.4,0,5.1,0.1,No
28.00,7.00,12.00,7.00,0.342857143,0.2,2.00,0.00,2.3,0.4,1.0000000000,1.4,1.2,0.0000000000,0.1,0.1,0.0000000000,0.00,1.2,0.8,2.1,0.7,1.7,1.3,24.3,79.7,0.7,0.9,0.1,No
33.00,1.00,4.00,3.00,0.117647059,0.088235294,9.00,0.00,1.623529412,0.741176471,3.358823529,3.058823529,1.382352941,0.088235294,2.0000000000,1.329411765,0.176470588,0.00,1.3,1.182352941,1.117647059,0,1.617647059,1.147058824,62.82941176,81.58823529,0.705882353,6.035294118,0.323529412,No
10.00,14.00,2.00,0.00,0.083333333,0.0000000000,4.00,0.00,1.0000000000,1.0000000000,0.3,0.2,1.1,0.0000000000,0.4,0.1,0.0000000000,0.00,0.4,0.2,1.3,0.8,1.3,1,11.4,77.4,0,0.1,0,No
31.00,3.00,3.00,4.00,0.088235294,0.117647059,6.00,0.00,1.6,2.6,2.9,1.6,2.6,0.1,2.0000000000,0.8,0.2,0.00,0.7,0.3,0.7,0.5,2,0.9,52.6,79.7,0.1,2.4,0,No
45.00,3.00,9.00,20.00,0.1875,0.416666667,1.00,0.00,2.3,0.1375,1.3875,1025.0000000000,0.85,0.0000000000,0.3125,675.0000000000,25.0000000000,0.00,2.6625,1175,1.1375,0.2125,1.6375,1325,56.0625,86.8125,0.75,1.5125,0.5,No
32.00,1.00,2.00,1.00,0.060606061,0.03030303,10.00,0.00,0.3,0.5,3.4,3.7,1.8,0.0000000000,0.9,2.2,0.1,0.00,0.6,0.2,1.2,0,0.6,0.7,54.7,82.9,0.2,5.6,0,No
29.00,3.00,1.00,3.00,0.03125,0.09375,5.00,0.00,1.090625,0.090625,1.54375,2.11875,0.753125,0.0000000000,0.090625,0.8875,0.0000000000,0.00,1.271875,1.66875,1.3375,0.090625,0.971875,1.159375,34.60625,73.534375,0.271875,1.246875,0.3,No
27.00,2.00,3.00,2.00,0.103448276,0.068965517,4.00,1.00,0.762068966,0.537931034,3.05862069,2.237931034,1.282758621,0.0000000000,0.910344828,1.910344828,0.210344828,0.00,0.837931034,1.179310345,1.3,0.031034483,1,0.713793103,34.8862069,78.9137931,0.210344828,2.451724138,0.120689655,No
38.00,2.00,9.00,5.00,225.0000000000,125.0000000000,2.00,0.00,2.21,95.0000000000,2115.0000000000,2495.0000000000,475.0000000000,0.0000000000,0.31,0.5,0.19,0.00,2.09,1235,2185,0,2.33,1425,56175,85125,1.52,7.03,0.31,No
41.00,0.00,1.00,12.00,0.024390244,0.292682927,13.00,0.00,0.331707317,0.751219512,3.275609756,1.985365854,2.1,0.134146341,1.336585366,1.348780488,0.317073171,1.00,1.229268293,0.768292683,1.202439024,0,1.736585366,1.017073171,64.01707317,84.12926829,0.1,3.470731707,0.597560976,No
11.00,14.00,2.00,3.00,0.08,0.12,7.00,0.00,1.2,0.4,1.3,1.2,0.8,0.0000000000,0.1,0.5,0.0000000000,0.00,1.2,0.1,0.6,0.2,1.5,0.8,22.7,81.5,0.6,1.6,0.1,No
46.00,2.00,0.00,8.00,0.0000000000,0.166666667,11.00,1.00,0.333333333,0.6,2.541666667,1.591666667,0.866666667,275.0000000000,2275.0000000000,0.891666667,0.466666667,0.00,0.708333333,325,1.1,0.183333333,0.958333333,825,41.36666667,87.45833333,0.433333333,2.058333333,0.066666667,No
35.00,7.00,6.00,14.00,0.142857143,0.333333333,8.00,0.00,1.614285714,0.321428571,0.742857143,0.835714286,1.314285714,0.0000000000,0.1,0.685714286,0.0000000000,0.00,2.942857143,1.021428571,2.85,0.221428571,2.821428571,1.6,40.56428571,85.48571429,2.307142857,1.407142857,0.157142857,No
33.00,0.00,4.00,2.00,0.121212121,0.060606061,7.00,0.00,0.8,0.2,1.7,2.0000000000,0.9,0.2,2.3,0.3,0.4,0.00,2,0.8,0.9,0.2,0.8,0.7,40.6,76.5,2,2.2,0,No
18.00,0.00,3.00,3.00,0.166666667,0.166666667,0.00,1.00,2.3,0.6,1.6,1.6,0.7,0.0000000000,0.6,1.7,0.0000000000,0.00,2.7,2.6,2.4,0.4,2.2,0.8,44.2,78.7,1.2,2.5,0.2,No
30.00,0.00,1.00,1.00,0.033333333,0.033333333,9.00,0.00,0.2,1.0000000000,2.5,3.1,2.1,0.3,2.8,0.8,0.3,0.00,0.7,0.5,1.6,0,1.1,0.8,36,81.3,0.5,1.1,0.1,No
20.00,3.00,1.00,2.00,0.043478261,0.086956522,3.00,1.00,0.2,0.7,2.7,2.1,1.2,0.2,1.3,1.3,0.1,0.00,0.7,0.7,1.3,0,0.8,0.6,30.6,69.3,0.9,2.8,0.1,No
17.00,1.00,0.00,2.00,0.0000000000,0.111111111,2.00,0.00,0.0000000000,0.7,2.9,3.3,1.1,0.4,2.2,0.7,0.5,0.00,0.7,0.9,1.1,0.2,1,0.8,37.5,74.2,0.5,1.7,0,No
23.00,7.00,1.00,1.00,0.033333333,0.033333333,3.00,0.00,0.8,0.8,2.9,2.1,2.1,0.0000000000,1.8,1.0000000000,0.3,0.00,0.6,1.2,2.3,0,1.1,0.8,30.8,80.2,0.2,1,0.1,No
43.00,0.00,2.00,0.00,0.046511628,0.0000000000,12.00,1.00,0.38372093,1.202325581,2.269767442,2.353488372,0.888372093,0.909302326,4.360465116,0.755813953,0.641860465,0.00,0.337209302,0.309302326,1.425581395,0.134883721,0.311627907,0.202325581,50.00697674,82.99302326,0.020930233,6.520930233,0,No
34.00,6.00,6.00,9.00,0.15,0.225000,2.00,1.00,1.855000,0.075000,0.52,0.705000,0.545000,0.0000000000,0.15,0.43500,0.075000,0.00,2.42,0.785000,0.45,0.18,1.96,1.255000,53.83,90.645000,1.37,1.51,0.4050000,No
15.00,7.00,0.00,1.00,0.0000000000,0.045454545,5.00,1.00,0.163636364,0.954545455,1.327272727,0.663636364,0.809090909,0.709090909,2.3,0.545454545,0.472727273,0.00,0.245454545,0.545454545,0.463636364,0.081818182,0.381818182,0.581818182,33.78181818,89.07272727,0.136363636,1.381818182,0.081818182,No
27.00,12.00,13.00,8.00,0.333333333,0.205128205,4.00,0.00,2.4,0.712820513,0.728205128,0.748717949,0.948717949,0.0000000000,0.251282051,0.261538462,0.112820513,0.00,1.205128205,0.348717949,1.148717949,0.374358974,1.276923077,1.4,31.23076923,78.12051282,0.174358974,2.235897436,0.538461538,No
26.00,1.00,2.00,3.00,0.074074074,0.111111111,8.00,1.00,0.9,1.7,2.0000000000,3.2,1.6,0.4,3.7,0.4,0.7,1.00,0.2,0.2,0.4,0.2,0.1,0.2,2.7,70.1,0,3.9,0,No
24.00,8.00,17.00,1.00,0.53125,0.03125,0.00,0.00,2.5,1.4,0.6,0.8,1.6,0.0000000000,0.7,0.2,0.1,0.00,0.7,0.4,0.9,0.7,1.6,1.7,20.2,68,0,0.3,0,No
33.00,0.00,3.00,1.00,0.090909091,0.03030303,6.00,0.00,0.636363636,1.990909091,1.7,2.345454545,1.509090909,0.945454545,8.409090909,0.5,0.581818182,0.00,0.3,0,0.536363636,0,0.2,0.081818182,40.01818182,82.82727273,0,4.818181818,0,No
32.00,0.00,19.00,5.00,0.59375,0.15625,6.00,1.00,2.2,1.8,1.4,0.7,1.4,0.0000000000,0.4,0.7,0.0000000000,0.00,1.5,1.2,2.1,1.4,2.5,2.1,35.9,79.1,0.5,1.3,0.5,No
19.00,5.00,6.00,2.00,0.25,0.083333333,3.00,1.00,2125.0000000000,0.266666667,1.45,1.016666667,0.7875,0.0000000000,0.108333333,0.483333333,0.066666667,0.00,0.891666667,1125,1.354166667,0.304166667,1.104166667,1.658333333,25.65416667,77.90416667,0.3875,0.758333333,0.404166667,No
32.00,2.00,16.00,2.00,0.470588235,0.058823529,1.00,0.00,3.2,1.8,0.4,0.5,0.8,0.0000000000,0.6,0.4,0.2,0.00,0.6,0.6,1.6,0.8,2.5,2.6,22.7,74.1,0,0.5,0.1,No
14.00,12.00,6.00,1.00,0.230769231,0.038461538,2.00,1.00,1.4,0.9,0.4,0.3,0.8,0.0000000000,0.2,0.2,0.0000000000,0.00,1,0.2,0.9,0.5,0.9,0.8,13.4,71.1,0,0.2,0.1,No
30.00,4.00,7.00,2.00,0.205882353,0.058823529,2.00,0.00,2.6,1.7,0.6,0.4,2.2,0.0000000000,0.7,0.2,0.1,0.00,1.3,0.8,0.9,0.7,2.6,1.5,21.8,71,0.3,0.4,0.2,No
25.00,2.00,6.00,2.00,0.222222222,0.074074074,6.00,0.00,3.0000000000,0.9,0.4,0.4,1.6,0.0000000000,0.1,0.1,0.0000000000,0.00,0.9,0.5,1.6,0.6,2.7,3.1,22.3,74.9,0.1,0.6,0.2,No
24.00,10.00,8.00,1.00,0.235294118,0.029411765,2.00,0.00,1.158823529,2.194117647,0.688235294,0.752941176,1.658823529,0.0000000000,0.658823529,0.376470588,0.094117647,0.00,0.782352941,0.282352941,1.223529412,0.941176471,1.317647059,2.288235294,18.91764706,71.21764706,0.094117647,0.376470588,0,No
11.00,15.00,11.00,1.00,0.423076923,0.038461538,2.00,0.00,2.5,0.0000000000,0.673076923,0.192307692,0.480769231,0.0000000000,0.096153846,0.192307692,0.0000000000,0.00,0.576923077,0.673076923,0.480769231,0.480769231,0.961538462,1.346153846,11.23076923,81.25,0,0.192307692,0.096153846,No
22.00,7.00,5.00,3.00,0.172413793,0.103448276,2.00,0.00,1.8,1.9,0.7,0.5,2.0000000000,0.0000000000,0.5,0.7,0.1,0.00,0.7,0.9,1.6,0.7,1.3,1.3,15,63.1,0,0.2,0,No
35.00,8.00,19.00,2.00,0.441860465,0.046511628,4.00,0.00,2.748837209,0.681395349,0.351162791,0.23255814,1.06744186,0.0000000000,0.23255814,0.08372093,0.1,0.00,0.7,0.4,1.202325581,1.113953488,1.762790698,1.78372093,18.85813953,78.99767442,0.08372093,0.818604651,0.1,No
28.00,19.00,12.00,9.00,0.255319149,0.191489362,7.00,1.00,2.259574468,0.761702128,0.89787234,0.353191489,1.131914894,0.0000000000,0.085106383,0.378723404,0.0000000000,0.00,1.085106383,1.217021277,1.004255319,0.417021277,1.974468085,1.859574468,16.48085106,73.45106383,0.289361702,0.289361702,0.089361702,No
26.00,0.00,2.00,0.00,0.076923077,0.0000000000,4.00,0.00,0.546153846,1.746153846,1.053846154,1.407692308,1.207692308,0.715384615,5.561538462,0.084615385,0.5,0.00,0.123076923,0,0.753846154,0,0.169230769,0.215384615,39.67692308,88.23846154,0,2.238461538,0,No
18.00,8.00,7.00,0.00,0.269230769,0.0000000000,4.00,0.00,1.5,0.5,2.3,1.4,1.0000000000,0.0000000000,0.4,1.4,0.2,0.00,0.7,1.1,1.5,0.5,1.3,1,15.9,82.8,0.1,0.2,0,No
33.00,3.00,2.00,2.00,0.055555556,0.055555556,6.00,0.00,1.6,0.5,3.1,0.9,1.3,0.0000000000,0.6,0.4,0.2,0.00,1.4,2.2,1.8,0.1,2,1.1,46.7,88.6,0.1,1.3,0.1,No
34.00,8.00,17.00,4.00,0.404761905,0.095238095,6.00,0.00,2.028571429,3.938095238,1.123809524,0.938095238,2.352380952,0.0000000000,1.20952381,1.128571429,0.080952381,0.00,0.842857143,0.828571429,2.571428571,1.042857143,1.461904762,2.123809524,24.22380952,67.05714286,0.080952381,0.4,0.138095238,No
43.00,0.00,3.00,1.00,0.069767442,0.023255814,10.00,1.00,0.669767442,2.134883721,1.411627907,2.551162791,1.337209302,0.751162791,4.118604651,0.318604651,0.472093023,0.00,0.230232558,0.558139535,1,0.153488372,0.346511628,0.527906977,49.28604651,82.75581395,0.076744186,6.460465116,0,No
7.00,7.00,4.00,3.00,0.285714286,0.214285714,1.00,0.00,2.392857143,0.185714286,0.742857143,0.278571429,0.628571429,0.0000000000,0.092857143,0.464285714,0.092857143,0.00,2.321428571,0.928571429,0.928571429,0.278571429,1.928571429,1.3,29.1,84.67857143,0,0.928571429,0.371428571,No
30.00,1.00,2.00,5.00,0.064516129,0.161290323,12.00,1.00,1.4,0.5,3.4,3.4,2.8,0.0000000000,0.5,1.0000000000,0.1,1.00,2.1,0.2,1.2,0,1.3,1.2,54.2,81.4,1.7,5.8,0.1,No
37.00,7.00,2.00,6.00,0.045454545,0.136363636,5.00,0.00,1.445454545,0.572727273,2.890909091,1.981818182,1.818181818,0.0000000000,0.845454545,0.918181818,0.1,0.00,1.009090909,0.581818182,1.509090909,0,1.1,0.990909091,48.03636364,85.84545455,0.154545455,6.872727273,0.263636364,No
29.00,1.00,3.00,8.00,0.1,0.266666667,7.00,0.00,2.1,0.1,1.8,1.2,1.2,0.0000000000,0.3,1.1,0.1,0.00,2.5,1.2,1.2,0,1.9,0.9,59.2,86.8,0.8,3,0.6,No
48.00,0.00,1.00,4.00,0.020833333,0.083333333,5.00,0.00,0.45625,0.522916667,2.49375,2.689583333,0.547916667,0.220833333,1.139583333,1.395833333,175.0000000000,0.00,1.195833333,1.21875,0.897916667,0,775,0.295833333,74.51458333,90.59166667,0.408333333,6.5625,0.089583333,No
28.00,3.00,10.00,6.00,0.322580645,0.193548387,2.00,0.00,2.180645161,2.722580645,0.661290323,0.3,1.006451613,0.0000000000,1.090322581,0.3,0.3,0.00,1.151612903,0.180645161,1.119354839,0.841935484,2.029032258,2.203225806,31.16774194,74.10967742,0.270967742,1.64516129,0.090322581,No
33.00,0.00,1.00,0.00,0.03030303,0.0000000000,13.00,2.00,0.727272727,1.818181818,3.0000000000,3.209090909,2.181818182,0.845454545,4.909090909,0.818181818,0.754545455,0.00,0.454545455,1.636363636,1.845454545,0,0.845454545,0.545454545,32.3,76.57272727,0.181818182,2.727272727,0,No
11.00,16.00,5.00,0.00,0.185185185,0.0000000000,0.00,0.00,1.4,0.4,0.7,0.6,0.6,0.0000000000,0.1,0.7,0.0000000000,0.00,0.5,1.4,0.7,0.3,1.2,0.9,13.7,78.4,0.1,0.4,0,No
31.00,7.00,1.00,2.00,0.026315789,0.052631579,5.00,1.00,0.484210526,0.671052632,2.560526316,2.226315789,1.547368421,0.457894737,1.976315789,1.368421053,0.128947368,0.3,0.568421053,0.771052632,0.528947368,0,0.855263158,0.715789474,38.32368421,83.58947368,0.771052632,1.610526316,0,No
25.00,0.00,3.00,0.00,0.12,0.0000000000,5.00,1.00,0.5,1.7,5.3,5.3,1.3,0.0000000000,1.2,1.5,0.4,0.00,0.3,0.7,1.7,0.1,0.9,0.6,50.5,78.9,0.2,3,0,No
